session,ts_ms,gross_bps
20260818-190823,1787080115235,0.618120989457174
20260818-190823,1787080115227,0.618120989457174
20260818-190823,1787080115337,0.618120989457174
20260818-190823,1787080115439,0.618120989457174
20260818-190823,1787080115299,0.618120989457174
20260818-190823,1787080115541,0.618120989457174
20260818-190823,1787080115643,0.618120989457174
20260818-190823,1787080115577,0.618120989457174
20260818-190823,1787080115745,0.618120989457174
20260818-190823,1787080115847,0.618120989457174
20260818-190823,1787080115949,0.618120989457174
20260818-190823,1787080115816,0.618120989457174
20260818-190823,1787080116051,0.618120989457174
20260818-190823,1787080116153,0.618120989457174
20260818-190823,1787080116060,0.618120989457174
20260818-190823,1787080116255,0.618120989457174
20260818-190823,1787080116357,0.618120989457174
20260818-190823,1787080116404,0.618120989457174
20260818-190823,1787080116459,0.618120989457174
20260818-190823,1787080116561,0.618120989457174
20260818-190823,1787080116426,0.618120989457174
20260818-190823,1787080116663,0.618120989457174
20260818-190823,1787080116765,0.618120989457174
20260818-190823,1787080116867,0.618120989457174
20260818-190823,1787080116969,0.618120989457174
20260818-190823,1787080117071,0.618120989457174
20260818-190823,1787080117013,0.618120989457174
20260818-190823,1787080117173,0.618120989457174
20260818-190823,1787080117275,0.618120989457174
20260818-190823,1787080117377,0.618120989457174
20260818-190823,1787080117479,0.618120989457174
20260818-190823,1787080117581,0.618120989457174
20260818-190823,1787080117683,0.618120989457174
20260818-190823,1787080117572,0.618120989457174
20260818-190823,1787080117785,0.618120989457174
20260818-190823,1787080117887,0.618120989457174
20260818-190823,1787080117989,0.618120989457174
20260818-190823,1787080118091,0.618120989457174
20260818-190823,1787080118193,0.618120989457174
20260818-190823,1787080118048,0.618120989457174
20260818-190823,1787080118295,0.618120989457174
20260818-190823,1787080118227,0.618120989457174
20260818-190823,1787080118397,0.618120989457174
20260818-190823,1787080118499,0.618120989457174
20260818-190823,1787080118601,0.618120989457174
20260818-190823,1787080118556,0.618120989457174
20260818-190823,1787080118703,0.618120989457174
20260818-190823,1787080118805,0.618120989457174
20260818-190823,1787080118692,0.618120989457174
20260818-190823,1787080118907,0.618120989457174
20260818-190823,1787080119009,0.618120989457174
20260818-190823,1787080119111,0.618120989457174
20260818-190823,1787080119213,0.618120989457174
20260818-190823,1787080126557,0.618120989457174
20260818-190823,1787080126537,0.618120989457174
20260818-190823,1787080126659,0.618120989457174
20260818-190823,1787080126761,0.618120989457174
20260818-190823,1787080126657,0.618120989457174
20260818-190823,1787080126863,0.618120989457174
20260818-190823,1787080126965,0.618120989457174
20260818-190823,1787080127067,0.618120989457174
20260818-190823,1787080127001,0.618120989457174
20260818-190823,1787080127169,0.618120989457174
20260818-190823,1787080127271,0.618120989457174
20260818-190823,1787080127373,0.618120989457174
20260818-190823,1787080127266,0.618120989457174
20260818-190823,1787080127475,0.618120989457174
20260818-190823,1787080127577,0.618120989457174
20260818-190823,1787080127520,0.618120989457174
20260818-190823,1787080127679,0.618120989457174
20260818-190823,1787080127781,0.618120989457174
20260818-190823,1787080127883,0.618120989457174
20260818-190823,1787080127985,0.618120989457174
20260818-190823,1787080127875,0.618120989457174
20260818-190823,1787080128087,0.618120989457174
20260818-190823,1787080128189,0.618120989457174
