session,ts_ms,gross_bps
20260818-190746,1787080070049,-0.0
20260818-190746,1787080070151,-0.0
20260818-190746,1787080070043,-0.0
20260818-190746,1787080070253,-0.0
20260818-190746,1787080070355,-0.0
20260818-190746,1787080070457,-0.0
20260818-190746,1787080070370,-0.0
20260818-190746,1787080070559,-0.0
20260818-190746,1787080070661,-0.0
20260818-190746,1787080070763,-0.0
20260818-190746,1787080070865,-0.0
20260818-190746,1787080070967,-0.0
20260818-190746,1787080071069,-0.0
20260818-190746,1787080071171,-0.0
20260818-190746,1787080071273,-0.0
20260818-190746,1787080071375,-0.0
20260818-190746,1787080071477,-0.0
20260818-190746,1787080071579,-0.0
20260818-190746,1787080071681,-0.0
20260818-190746,1787080071783,-0.0
20260818-190746,1787080071885,-0.0
20260818-190746,1787080071987,-0.0
20260818-190746,1787080072089,-0.0
20260818-190746,1787080072191,-0.0
20260818-190746,1787080072293,-0.0
20260818-190746,1787080072174,-0.0
20260818-190746,1787080072395,-0.0
20260818-190746,1787080072497,-0.0
20260818-190746,1787080072599,-0.0
20260818-190746,1787080072701,-0.0
20260818-190746,1787080072803,-0.0
20260818-190746,1787080072905,-0.0
20260818-190746,1787080073007,-0.0
20260818-190746,1787080073109,-0.0
20260818-190746,1787080073211,-0.0
20260818-190746,1787080073313,-0.0
20260818-190746,1787080073415,-0.0
20260818-190746,1787080073517,-0.0
20260818-190746,1787080073619,-0.0
20260818-190746,1787080073721,-0.0
20260818-190746,1787080073823,-0.0
20260818-190746,1787080073925,-0.0
20260818-190746,1787080074027,-0.0
20260818-190746,1787080074129,-0.0
20260818-190746,1787080074231,-0.0
20260818-190746,1787080074141,-0.0
20260818-190746,1787080074333,-0.0
20260818-190746,1787080074435,-0.0
20260818-190746,1787080074537,-0.0
20260818-190746,1787080074639,-0.0
20260818-190746,1787080074493,-0.0
20260818-190746,1787080074741,-0.0
20260818-190746,1787080074843,-0.0
20260818-190746,1787080074945,-0.0
20260818-190746,1787080075047,-0.0
20260818-190746,1787080075149,-0.0
20260818-190746,1787080075251,-0.0
20260818-190746,1787080075353,-0.0
20260818-190746,1787080075455,-0.0
20260818-190746,1787080075382,-0.0
20260818-190746,1787080075557,-0.0
20260818-190746,1787080075659,-0.0
20260818-190746,1787080075761,-0.0
20260818-190746,1787080075863,-0.0
20260818-190746,1787080075965,-0.0
20260818-190746,1787080076067,-0.0
20260818-190746,1787080075960,-0.0
20260818-190746,1787080076169,-0.0
20260818-190746,1787080076271,-0.0
20260818-190746,1787080076123,-0.0
20260818-190746,1787080076373,-0.0
20260818-190746,1787080076475,-0.0
20260818-190746,1787080076577,-0.0
20260818-190746,1787080076679,-0.0
